case_id,event_position,activity_name,timestamp,org:group,org:resource,organization country,resource country,label,anomaly_type,anomaly_description,concept:name,impact,lifecycle:transition,org:role,organization involved,product,time:timestamp
1-329451027,6,Accepted+Assigned,2011-04-11T09:11:48+02:00,Org line A2,Katarzyna,se,POLAND,anomalous,SkipSequence,"{'size': 1, 'start': 0, 'skipped': [{'name': 'Accepted+Wait', 'timestamp': '2009-10-26T14:47:10+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Low', 'lifecycle:transition': 'Wait', 'org:group': 'Org line A2', 'org:resource': 'Henrik', 'org:role': 'A2_2', 'organization country': 'se', 'organization involved': 'G357 2nd', 'product': 'PROD46', 'resource country': 'Sweden', 'time:timestamp': '2009-10-26T14:47:10+01:00'}}]}",Accepted,Low,Assigned,A2_2,G357 2nd,PROD46,2011-04-11T09:11:48+02:00
1-329451027,7,Accepted+Wait,2011-11-28T08:21:27+01:00,Org line A2,Katarzyna,se,POLAND,anomalous,SkipSequence,"{'size': 1, 'start': 0, 'skipped': [{'name': 'Accepted+Wait', 'timestamp': '2009-10-26T14:47:10+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Low', 'lifecycle:transition': 'Wait', 'org:group': 'Org line A2', 'org:resource': 'Henrik', 'org:role': 'A2_2', 'organization country': 'se', 'organization involved': 'G357 2nd', 'product': 'PROD46', 'resource country': 'Sweden', 'time:timestamp': '2009-10-26T14:47:10+01:00'}}]}",Accepted,Low,Wait,A2_2,G357 2nd,PROD46,2011-11-28T08:21:27+01:00
1-329451027,8,Accepted+In Progress,2012-03-30T10:53:50+02:00,Org line A2,Katarzyna,se,POLAND,anomalous,SkipSequence,"{'size': 1, 'start': 0, 'skipped': [{'name': 'Accepted+Wait', 'timestamp': '2009-10-26T14:47:10+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Low', 'lifecycle:transition': 'Wait', 'org:group': 'Org line A2', 'org:resource': 'Henrik', 'org:role': 'A2_2', 'organization country': 'se', 'organization involved': 'G357 2nd', 'product': 'PROD46', 'resource country': 'Sweden', 'time:timestamp': '2009-10-26T14:47:10+01:00'}}]}",Accepted,Low,In Progress,A2_2,G357 2nd,PROD46,2012-03-30T10:53:50+02:00
1-329451027,9,Completed+Closed,2012-03-30T10:53:53+02:00,Org line A2,Katarzyna,se,POLAND,anomalous,SkipSequence,"{'size': 1, 'start': 0, 'skipped': [{'name': 'Accepted+Wait', 'timestamp': '2009-10-26T14:47:10+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Low', 'lifecycle:transition': 'Wait', 'org:group': 'Org line A2', 'org:resource': 'Henrik', 'org:role': 'A2_2', 'organization country': 'se', 'organization involved': 'G357 2nd', 'product': 'PROD46', 'resource country': 'Sweden', 'time:timestamp': '2009-10-26T14:47:10+01:00'}}]}",Completed,Low,Closed,A2_2,G357 2nd,PROD46,2012-03-30T10:53:53+02:00
1-329647261,1,Accepted+In Progress,2009-10-27T09:42:40+01:00,Org line A2,Henrik,se,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_2,G357 2nd,PROD48,2009-10-27T09:42:40+01:00
1-329647261,2,Accepted+Wait,2009-10-27T09:42:49+01:00,Org line A2,Henrik,se,Sweden,normal,-,-,Accepted,Medium,Wait,A2_2,G357 2nd,PROD48,2009-10-27T09:42:49+01:00
1-329647261,3,Queued+Awaiting Assignment,2010-03-02T13:43:43+01:00,Org line A2,Henrik,se,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,A2_2,G357 2nd,PROD48,2010-03-02T13:43:43+01:00
1-329647261,4,Accepted+In Progress,2010-03-02T13:44:26+01:00,Org line A1,Ricardo,se,Brazil,normal,-,-,Accepted,Medium,In Progress,,N5 2nd,PROD48,2010-03-02T13:44:26+01:00
1-329647261,5,Accepted+In Progress,2010-03-03T08:04:11+01:00,Org line A2,Katarzyna,se,POLAND,normal,-,-,Accepted,Medium,In Progress,A2_2,G357 2nd,PROD48,2010-03-03T08:04:11+01:00
1-329647261,6,Accepted+Wait,2010-06-13T22:32:03+02:00,Org line A2,Katarzyna,se,POLAND,normal,-,-,Accepted,Medium,Wait,A2_2,G357 2nd,PROD48,2010-06-13T22:32:03+02:00
1-329647261,7,Accepted+Assigned,2011-04-11T09:12:04+02:00,Org line A2,Damian,se,POLAND,normal,-,-,Accepted,Medium,Assigned,A2_2,G357 2nd,PROD48,2011-04-11T09:12:04+02:00
1-329647261,8,Accepted+Wait,2011-11-23T11:55:39+01:00,Org line A2,Damian,se,POLAND,normal,-,-,Accepted,Medium,Wait,A2_2,G357 2nd,PROD48,2011-11-23T11:55:39+01:00
1-329647261,9,Completed+Closed,2012-01-19T08:55:41+01:00,Org line A2,Damian,se,POLAND,normal,-,-,Completed,Medium,Closed,A2_2,G357 2nd,PROD48,2012-01-19T08:55:41+01:00
1-330634474,1,Accepted+In Progress,2009-10-30T13:49:04+01:00,Org line A2,Henrik,se,Sweden,anomalous,Insert,"{'indices': [2, 5]}",Accepted,Medium,In Progress,A2_2,G357 2nd,PROD44,2009-10-30T13:49:04+01:00
1-330634474,2,Accepted+Assigned,2009-10-30T13:57:13+01:00,Org line A2,Henrik,se,Sweden,anomalous,Insert,"{'indices': [2, 5]}",Accepted,Medium,Assigned,A2_2,G357 2nd,PROD44,2009-10-30T13:57:13+01:00
1-330634474,3,Random activity 5,,Random org:group 2,Random org:resource 507,Random organization country 4,Random resource country 8,anomalous,Insert,"{'indices': [2, 5]}",,,,,,,
1-330634474,4,Queued+Awaiting Assignment,2010-03-02T13:43:50+01:00,Org line A2,Henrik,se,Sweden,anomalous,Insert,"{'indices': [2, 5]}",Queued,Medium,Awaiting Assignment,A2_2,G357 2nd,PROD44,2010-03-02T13:43:50+01:00
1-330634474,5,Accepted+In Progress,2010-03-02T13:45:25+01:00,Org line A2,Katarzyna,se,POLAND,anomalous,Insert,"{'indices': [2, 5]}",Accepted,Medium,In Progress,A2_2,G357 2nd,PROD44,2010-03-02T13:45:25+01:00
1-330634474,6,Random activity 3,,Random org:group 9,Random org:resource 565,Random organization country 7,Random resource country 5,anomalous,Insert,"{'indices': [2, 5]}",,,,,,,
1-330634474,7,Accepted+Wait,2010-03-02T13:45:37+01:00,Org line A2,Katarzyna,se,POLAND,anomalous,Insert,"{'indices': [2, 5]}",Accepted,Medium,Wait,A2_2,G357 2nd,PROD44,2010-03-02T13:45:37+01:00
1-330634474,8,Completed+Closed,2012-03-30T10:54:30+02:00,Org line A2,Katarzyna,se,POLAND,anomalous,Insert,"{'indices': [2, 5]}",Completed,Medium,Closed,A2_2,G357 2nd,PROD44,2012-03-30T10:54:30+02:00
1-331478885,1,Accepted+In Progress,2009-11-04T08:07:28+01:00,Org line A2,Roger,se,Sweden,anomalous,SkipSequence,"{'size': 1, 'start': 5, 'skipped': [{'name': 'Accepted+In Progress', 'timestamp': '2012-04-02T10:18:59+02:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Katarzyna', 'org:role': 'A2_2', 'organization country': 'se', 'organization involved': 'G357 2nd', 'product': 'PROD46', 'resource country': 'POLAND', 'time:timestamp': '2012-04-02T10:18:59+02:00'}}]}",Accepted,Medium,In Progress,A2_2,G357 2nd,PROD46,2009-11-04T08:07:28+01:00
1-331478885,2,Accepted+In Progress,2010-03-03T15:51:55+01:00,Org line A2,Roger,se,Sweden,anomalous,SkipSequence,"{'size': 1, 'start': 5, 'skipped': [{'name': 'Accepted+In Progress', 'timestamp': '2012-04-02T10:18:59+02:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Katarzyna', 'org:role': 'A2_2', 'organization country': 'se', 'organization involved': 'G357 2nd', 'product': 'PROD46', 'resource country': 'POLAND', 'time:timestamp': '2012-04-02T10:18:59+02:00'}}]}",Accepted,Medium,In Progress,A2_2,G357 2nd,PROD46,2010-03-03T15:51:55+01:00
1-331478885,3,Accepted+Assigned,2010-03-03T15:52:18+01:00,Org line A2,Piotr,se,POLAND,anomalous,SkipSequence,"{'size': 1, 'start': 5, 'skipped': [{'name': 'Accepted+In Progress', 'timestamp': '2012-04-02T10:18:59+02:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Katarzyna', 'org:role': 'A2_2', 'organization country': 'se', 'organization involved': 'G357 2nd', 'product': 'PROD46', 'resource country': 'POLAND', 'time:timestamp': '2012-04-02T10:18:59+02:00'}}]}",Accepted,Medium,Assigned,A2_2,G357 2nd,PROD46,2010-03-03T15:52:18+01:00
1-331478885,4,Accepted+Assigned,2010-05-24T17:04:58+02:00,Org line A2,Piotr,se,POLAND,anomalous,SkipSequence,"{'size': 1, 'start': 5, 'skipped': [{'name': 'Accepted+In Progress', 'timestamp': '2012-04-02T10:18:59+02:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Katarzyna', 'org:role': 'A2_2', 'organization country': 'se', 'organization involved': 'G357 2nd', 'product': 'PROD46', 'resource country': 'POLAND', 'time:timestamp': '2012-04-02T10:18:59+02:00'}}]}",Accepted,Medium,Assigned,A2_2,G357 2nd,PROD46,2010-05-24T17:04:58+02:00
1-331478885,5,Accepted+Assigned,2010-08-09T12:39:59+02:00,Org line A2,Henrik,se,Sweden,anomalous,SkipSequence,"{'size': 1, 'start': 5, 'skipped': [{'name': 'Accepted+In Progress', 'timestamp': '2012-04-02T10:18:59+02:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Katarzyna', 'org:role': 'A2_2', 'organization country': 'se', 'organization involved': 'G357 2nd', 'product': 'PROD46', 'resource country': 'POLAND', 'time:timestamp': '2012-04-02T10:18:59+02:00'}}]}",Accepted,Medium,Assigned,A2_2,G357 2nd,PROD46,2010-08-09T12:39:59+02:00
1-331478885,6,Completed+Closed,2012-04-02T10:19:30+02:00,Org line A2,Katarzyna,se,POLAND,anomalous,SkipSequence,"{'size': 1, 'start': 5, 'skipped': [{'name': 'Accepted+In Progress', 'timestamp': '2012-04-02T10:18:59+02:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Katarzyna', 'org:role': 'A2_2', 'organization country': 'se', 'organization involved': 'G357 2nd', 'product': 'PROD46', 'resource country': 'POLAND', 'time:timestamp': '2012-04-02T10:18:59+02:00'}}]}",Completed,Medium,Closed,A2_2,G357 2nd,PROD46,2012-04-02T10:19:30+02:00
1-332389008,1,Queued+Awaiting Assignment,2009-11-09T16:38:14+01:00,Org line V2,Ingela,se,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,,T12,PROD42,2009-11-09T16:38:14+01:00
1-332389008,2,Accepted+In Progress,2009-11-24T09:41:50+01:00,Org line V2,Ingela,se,Sweden,normal,-,-,Accepted,Medium,In Progress,,T12,PROD42,2009-11-24T09:41:50+01:00
1-332389008,3,Accepted+Wait,2010-09-10T10:45:16+02:00,Org line V2,Ingela,se,Sweden,normal,-,-,Accepted,Medium,Wait,,T12,PROD42,2010-09-10T10:45:16+02:00
1-332389008,4,Accepted+In Progress,2011-03-28T11:52:46+02:00,Org line V2,Ingela,se,Sweden,normal,-,-,Accepted,Medium,In Progress,,T12,PROD42,2011-03-28T11:52:46+02:00
1-332389008,5,Accepted+Wait,2012-01-04T15:53:26+01:00,Org line V2,Ingela,se,Sweden,normal,-,-,Accepted,Medium,Wait,,T12,PROD42,2012-01-04T15:53:26+01:00
1-332389008,6,Completed+Closed,2012-04-13T13:41:36+02:00,Org line V2,Ingela,se,Sweden,normal,-,-,Completed,Medium,Closed,,T12,PROD42,2012-04-13T13:41:36+02:00
1-333164156,1,Accepted+In Progress,2009-11-12T13:41:27+01:00,Org line A2,Liesbet,be,Belgium,normal,-,-,Accepted,Medium,In Progress,A2_1,G42 3rd,PROD787,2009-11-12T13:41:27+01:00
1-333164156,2,Accepted+In Progress,2010-09-17T10:33:52+02:00,Org line A2,Liesbet,be,Belgium,normal,-,-,Accepted,Medium,In Progress,A2_1,G42 3rd,PROD787,2010-09-17T10:33:52+02:00
1-333164156,3,Queued+Awaiting Assignment,2010-11-12T19:22:19+01:00,Org line A2,Timothy,be,United Kingdom,normal,-,-,Queued,Medium,Awaiting Assignment,A2_1,G42 3rd,PROD787,2010-11-12T19:22:19+01:00
1-333164156,4,Accepted+Assigned,2010-11-23T15:10:22+01:00,Org line A2,Ian,be,United Kingdom,normal,-,-,Accepted,Medium,Assigned,A2_1,G42 3rd,PROD787,2010-11-23T15:10:22+01:00
1-333164156,5,Accepted+Assigned,2011-01-07T14:55:04+01:00,Org line A2,Alan,be,United Kingdom,normal,-,-,Accepted,Medium,Assigned,A2_1,G42 3rd,PROD787,2011-01-07T14:55:04+01:00
1-333164156,6,Accepted+Wait,2011-01-11T17:13:42+01:00,Org line A2,Alan,be,United Kingdom,normal,-,-,Accepted,Medium,Wait,A2_1,G42 3rd,PROD787,2011-01-11T17:13:42+01:00
1-333164156,7,Accepted+In Progress,2011-05-19T15:45:16+02:00,Org line V11,Lars,be,Denmark,normal,-,-,Accepted,Medium,In Progress,,C8,PROD787,2011-05-19T15:45:16+02:00
1-333164156,8,Queued+Awaiting Assignment,2011-05-19T15:49:04+02:00,Org line A2,Ibrahim,be,Belgium,normal,-,-,Queued,Medium,Awaiting Assignment,A2_2,G8 2nd,PROD787,2011-05-19T15:49:04+02:00
1-333164156,9,Accepted+In Progress,2011-08-25T15:24:01+02:00,Org line A2,Ibrahim,be,Belgium,normal,-,-,Accepted,Medium,In Progress,A2_2,G8 2nd,PROD787,2011-08-25T15:24:01+02:00
1-333164156,10,Queued+Awaiting Assignment,2011-08-25T15:24:43+02:00,Org line A2,Ward,be,Belgium,normal,-,-,Queued,Medium,Awaiting Assignment,A2_4,G7 3rd,PROD787,2011-08-25T15:24:43+02:00
1-333164156,11,Accepted+Assigned,2011-08-25T15:25:33+02:00,Org line A2,Liesbet,be,Belgium,normal,-,-,Accepted,Medium,Assigned,A2_4,G7 3rd,PROD787,2011-08-25T15:25:33+02:00
1-333164156,12,Accepted+In Progress,2011-10-26T17:07:30+02:00,Org line A2,Liesbet,be,Belgium,normal,-,-,Accepted,Medium,In Progress,A2_4,G7 3rd,PROD787,2011-10-26T17:07:30+02:00
1-333164156,13,Completed+Closed,2012-03-30T11:45:20+02:00,Org line A2,Liesbet,be,Belgium,normal,-,-,Completed,Medium,Closed,A2_4,G7 3rd,PROD787,2012-03-30T11:45:20+02:00
1-335260940,1,Accepted+In Progress,2009-11-24T09:44:43+01:00,Org line V5,Joris,se,Belgium,anomalous,Attribute,"{'index': [0, 2, 2], 'attribute_index': [0, 2, 3], 'attribute': ['org:group', 'organization country', 'resource country'], 'original': ['Org line A2', 'se', 'Belgium']}",Accepted,Medium,In Progress,A2_1,N15 2nd,PROD180,2009-11-24T09:44:43+01:00
1-335260940,2,Queued+Awaiting Assignment,2009-11-30T10:45:01+01:00,Org line A2,Joris,se,Belgium,anomalous,Attribute,"{'index': [0, 2, 2], 'attribute_index': [0, 2, 3], 'attribute': ['org:group', 'organization country', 'resource country'], 'original': ['Org line A2', 'se', 'Belgium']}",Queued,Medium,Awaiting Assignment,A2_1,N15 2nd,PROD180,2009-11-30T10:45:01+01:00
1-335260940,3,Accepted+In Progress,2010-03-14T13:40:26+01:00,Org line A2,Joris,pl,Mexico,anomalous,Attribute,"{'index': [0, 2, 2], 'attribute_index': [0, 2, 3], 'attribute': ['org:group', 'organization country', 'resource country'], 'original': ['Org line A2', 'se', 'Belgium']}",Accepted,Medium,In Progress,A2_1,N15 2nd,PROD180,2010-03-14T13:40:26+01:00
1-335260940,4,Unmatched+Unmatched,2010-03-14T13:40:36+01:00,Org line A2,Joris,se,Belgium,anomalous,Attribute,"{'index': [0, 2, 2], 'attribute_index': [0, 2, 3], 'attribute': ['org:group', 'organization country', 'resource country'], 'original': ['Org line A2', 'se', 'Belgium']}",Unmatched,Medium,Unmatched,A2_1,N15 2nd,PROD180,2010-03-14T13:40:36+01:00
1-335260940,5,Completed+Closed,2012-01-18T14:26:41+01:00,Org line A2,Joris,se,Belgium,anomalous,Attribute,"{'index': [0, 2, 2], 'attribute_index': [0, 2, 3], 'attribute': ['org:group', 'organization country', 'resource country'], 'original': ['Org line A2', 'se', 'Belgium']}",Completed,Medium,Closed,A2_1,N15 2nd,PROD180,2012-01-18T14:26:41+01:00
1-337229341,1,Unmatched+Unmatched,2009-12-04T12:10:14+01:00,Org line A2,Lars,se,Sweden,normal,-,-,Unmatched,Major,Unmatched,A2_3,G356 2nd,PROD147,2009-12-04T12:10:14+01:00
1-337229341,2,Accepted+Assigned,2010-11-29T11:52:49+01:00,Org line A2,Lars,se,Sweden,normal,-,-,Accepted,Major,Assigned,A2_3,G356 2nd,PROD147,2010-11-29T11:52:49+01:00
1-337229341,3,Accepted+In Progress,2012-04-14T17:22:00+02:00,Org line A2,Lars,se,Sweden,normal,-,-,Accepted,Major,In Progress,A2_3,G356 2nd,PROD147,2012-04-14T17:22:00+02:00
1-337229341,4,Completed+Closed,2012-04-14T17:22:21+02:00,Org line A2,Lars,se,Sweden,normal,-,-,Completed,Major,Closed,A2_3,G356 2nd,PROD147,2012-04-14T17:22:21+02:00
1-338946805,1,Accepted+In Progress,2012-01-10T09:32:43+01:00,Org line A2,Andre,se,Sweden,anomalous,Early,"{'shift_from': 2, 'shift_to': 0, 'size': 1}",Accepted,High,In Progress,A2_3,M21 3rd,PROD708,2012-01-10T09:32:43+01:00
1-338946805,2,Accepted+In Progress,2009-12-14T14:29:17+01:00,Org line A2,Andre,se,Sweden,anomalous,Early,"{'shift_from': 2, 'shift_to': 0, 'size': 1}",Accepted,High,In Progress,A2_3,M21 3rd,PROD708,2009-12-14T14:29:17+01:00
1-338946805,3,Completed+Closed,2012-01-10T09:33:57+01:00,Org line A2,Andre,se,Sweden,anomalous,Early,"{'shift_from': 2, 'shift_to': 0, 'size': 1}",Completed,High,Closed,A2_3,M21 3rd,PROD708,2012-01-10T09:33:57+01:00
1-339798202,1,Accepted+In Progress,2009-12-16T12:59:24+01:00,Org line A2,Minnie,se,INDIA,normal,-,-,Accepted,Medium,In Progress,A2_2,G30 2nd,PROD191,2009-12-16T12:59:24+01:00
1-339798202,2,Accepted+In Progress,2012-03-15T12:21:25+01:00,Org line A2,Minnie,se,INDIA,normal,-,-,Accepted,Medium,In Progress,A2_2,G30 2nd,PROD191,2012-03-15T12:21:25+01:00
1-339798202,3,Completed+Closed,2012-03-15T12:21:47+01:00,Org line A2,Minnie,se,INDIA,normal,-,-,Completed,Medium,Closed,A2_2,G30 2nd,PROD191,2012-03-15T12:21:47+01:00
1-339889001,1,Accepted+In Progress,2009-12-16T20:47:26+01:00,Org line A2,Kenny,se,Sweden,normal,-,-,Accepted,High,In Progress,A2_1,L28 2nd,PROD577,2009-12-16T20:47:26+01:00
1-339889001,2,Accepted+In Progress,2012-03-14T13:04:51+01:00,Org line A2,Kenny,se,Sweden,normal,-,-,Accepted,High,In Progress,A2_1,L28 2nd,PROD577,2012-03-14T13:04:51+01:00
1-339889001,3,Completed+Closed,2012-03-14T13:07:29+01:00,Org line A2,Kenny,se,Sweden,normal,-,-,Completed,High,Closed,A2_1,L28 2nd,PROD577,2012-03-14T13:07:29+01:00
1-340984229,1,Accepted+In Progress,2009-12-22T09:09:31+01:00,Org line A2,Jüri,se,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_1,G345 2nd,PROD541,2009-12-22T09:09:31+01:00
1-340984229,2,Unmatched+Unmatched,2009-12-22T09:25:22+01:00,Org line A2,Jüri,se,Sweden,normal,-,-,Unmatched,Medium,Unmatched,A2_1,G345 2nd,PROD541,2009-12-22T09:25:22+01:00
1-340984229,3,Completed+Closed,2012-02-01T12:38:06+01:00,Org line A2,Jüri,se,Sweden,normal,-,-,Completed,Medium,Closed,A2_1,G345 2nd,PROD541,2012-02-01T12:38:06+01:00
1-341002175,1,Accepted+Wait,2009-12-22T10:56:03+01:00,Org line A2,Jüri,se,Sweden,normal,-,-,Accepted,Low,Wait,A2_1,G345 2nd,PROD541,2009-12-22T10:56:03+01:00
1-341002175,2,Accepted+In Progress,2012-02-01T12:39:50+01:00,Org line A2,Jüri,se,Sweden,normal,-,-,Accepted,Low,In Progress,A2_1,G345 2nd,PROD541,2012-02-01T12:39:50+01:00
1-341002175,3,Completed+Closed,2012-02-01T12:40:25+01:00,Org line A2,Jüri,se,Sweden,normal,-,-,Completed,Low,Closed,A2_1,G345 2nd,PROD541,2012-02-01T12:40:25+01:00
1-342442140,1,Accepted+In Progress,2010-01-05T16:42:20+01:00,Org line A2,Lena,se,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_3,G354 3rd,PROD708,2010-01-05T16:42:20+01:00
1-342442140,2,Completed+Closed,2012-03-20T16:14:00+01:00,Org line A2,Lena,se,Sweden,normal,-,-,Completed,Medium,Closed,A2_3,G354 3rd,PROD708,2012-03-20T16:14:00+01:00
1-345132462,1,Accepted+In Progress,2010-01-14T10:34:54+01:00,Org line A2,Tomas,cn,Sweden,anomalous,Insert,{'indices': [4]},Accepted,Medium,In Progress,A2_2,M1 2nd,PROD753,2010-01-14T10:34:54+01:00
1-345132462,2,Accepted+Wait,2010-01-27T10:43:29+01:00,Org line A2,Tomas,cn,Sweden,anomalous,Insert,{'indices': [4]},Accepted,Medium,Wait,A2_2,M1 2nd,PROD753,2010-01-27T10:43:29+01:00
1-345132462,3,Accepted+Assigned,2010-02-03T10:20:05+01:00,Org line A2,Tomas,cn,Sweden,anomalous,Insert,{'indices': [4]},Accepted,Medium,Assigned,A2_2,M1 2nd,PROD753,2010-02-03T10:20:05+01:00
1-345132462,4,Accepted+Wait,2010-02-22T08:33:08+01:00,Org line A2,Tomas,cn,Sweden,anomalous,Insert,{'indices': [4]},Accepted,Medium,Wait,A2_2,M1 2nd,PROD753,2010-02-22T08:33:08+01:00
1-345132462,5,Random activity 6,,Random org:group 3,Random org:resource 358,Random organization country 4,Random resource country 20,anomalous,Insert,{'indices': [4]},,,,,,,
1-345132462,6,Accepted+In Progress,2011-09-02T00:17:47+02:00,Org line A2,Tomas,cn,Sweden,anomalous,Insert,{'indices': [4]},Accepted,Medium,In Progress,A2_2,M1 2nd,PROD753,2011-09-02T00:17:47+02:00
1-345132462,7,Accepted+In Progress,2012-02-01T10:24:17+01:00,Org line A2,Carrie,cn,China,anomalous,Insert,{'indices': [4]},Accepted,Medium,In Progress,A2_2,M1 2nd,PROD753,2012-02-01T10:24:17+01:00
1-345132462,8,Completed+Closed,2012-02-01T10:24:59+01:00,Org line A2,Carrie,cn,China,anomalous,Insert,{'indices': [4]},Completed,Medium,Closed,A2_2,M1 2nd,PROD753,2012-02-01T10:24:59+01:00
1-345255471,1,Accepted+In Progress,2010-01-14T15:02:21+01:00,Org line C,Mats,gb,Sweden,normal,-,-,Accepted,Medium,In Progress,E_4,G88 2nd,PROD793,2010-01-14T15:02:21+01:00
1-345255471,2,Queued+Awaiting Assignment,2010-01-15T15:10:22+01:00,Org line C,Mats,gb,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,E_4,G88 2nd,PROD793,2010-01-15T15:10:22+01:00
1-345255471,3,Queued+Awaiting Assignment,2011-09-23T15:06:05+02:00,Org line C,Mats,gb,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,E_4,G88 2nd,PROD793,2011-09-23T15:06:05+02:00
1-345255471,4,Accepted+In Progress,2012-02-08T08:11:21+01:00,Org line C,Mats,gb,Sweden,normal,-,-,Accepted,Medium,In Progress,E_4,G88 2nd,PROD793,2012-02-08T08:11:21+01:00
1-345255471,5,Completed+Closed,2012-02-08T08:14:29+01:00,Org line C,Mats,gb,Sweden,normal,-,-,Completed,Medium,Closed,E_4,G88 2nd,PROD793,2012-02-08T08:14:29+01:00
1-347461373,1,Accepted+In Progress,2010-01-21T16:42:26+01:00,Org line A2,Daniel,se,Sweden,normal,-,-,Accepted,Major,In Progress,A2_3,M3 2nd,PROD655,2010-01-21T16:42:26+01:00
1-347461373,2,Accepted+In Progress,2012-04-11T16:38:17+02:00,Org line A2,Daniel,se,Sweden,normal,-,-,Accepted,Major,In Progress,A2_3,M3 2nd,PROD655,2012-04-11T16:38:17+02:00
1-347461373,3,Completed+Closed,2012-04-11T16:39:02+02:00,Org line A2,Daniel,se,Sweden,normal,-,-,Completed,Major,Closed,A2_3,M3 2nd,PROD655,2012-04-11T16:39:02+02:00
1-347923966,1,Accepted+In Progress,2010-01-25T09:19:08+01:00,Org line A2,Roger,se,Sweden,anomalous,Attribute,"{'index': [3], 'attribute_index': [0], 'attribute': ['org:group'], 'original': ['Org line A2']}",Accepted,Medium,In Progress,A2_2,G357 2nd,PROD46,2010-01-25T09:19:08+01:00
1-347923966,2,Accepted+Assigned,2010-02-08T11:41:12+01:00,Org line A2,Roger,se,Sweden,anomalous,Attribute,"{'index': [3], 'attribute_index': [0], 'attribute': ['org:group'], 'original': ['Org line A2']}",Accepted,Medium,Assigned,A2_2,G357 2nd,PROD46,2010-02-08T11:41:12+01:00
1-347923966,3,Accepted+In Progress,2010-03-03T15:54:09+01:00,Org line A2,Roger,se,Sweden,anomalous,Attribute,"{'index': [3], 'attribute_index': [0], 'attribute': ['org:group'], 'original': ['Org line A2']}",Accepted,Medium,In Progress,A2_2,G357 2nd,PROD46,2010-03-03T15:54:09+01:00
1-347923966,4,Accepted+Assigned,2010-03-03T15:54:25+01:00,Org line G1,Barbara,se,POLAND,anomalous,Attribute,"{'index': [3], 'attribute_index': [0], 'attribute': ['org:group'], 'original': ['Org line A2']}",Accepted,Medium,Assigned,A2_2,G357 2nd,PROD46,2010-03-03T15:54:25+01:00
